Tim Burton  ,  director (4 episodes 2022) ,  seer , anything , 
132.Budeanu Mariana  ,  figuran ,  human , anything , 
132.Băsescu  Grigore  ,  figuran ,  mermaid , anything , 
132.Brediceanu Cornel  ,  figuran ,  human , vegetarian , 
132.Botnari Cecilia  ,  figuran ,  mermaid , flexitarian , 
132.Adameșteanu Denisa  ,  figuran ,  human , anything , 
132.Athanasiu Luiza  ,  figuran ,  mermaid , vegetarian , 
132.Athanasiu Liviu  ,  figuran ,  vampire , vegetarian , 
132.Bălțat Diana  ,  figuran ,  vampire , anything , 
132.Ardelean Martin  ,  figuran ,  vampire , vegetarian , 
132.Brătianu Felix  ,  figuran ,  seer , vegetarian , 
132.Valisescu Petre  ,  figuran ,  werewolf , vegetarian , 
132.Brânzeu Leon  ,  figuran ,  human , anything , 
132.Popescu Lazar  ,  figuran ,  seer , vegetarian , 
132.Berghianu Laur  ,  figuran ,  vampire , flexitarian , 
132.Brânzan Anghel  ,  figuran ,  human , flexitarian , 
132.Bălăceanu Cosmin  ,  figuran ,  werewolf , flexitarian , 
132.Arnăuțoiu Luca  ,  figuran ,  human , anything , 
132.Budeanu Oana  ,  figuran ,  werewolf , vegetarian , 
132.Brâncoveanu  Eduard  ,  figuran ,  werewolf , anything , 
132.Baghiu Anisoara  ,  figuran ,  mermaid , flexitarian , 
132.Anghelescu David  ,  figuran ,  mermaid , flexitarian , 
132.Antonescu Constantin  ,  figuran ,  seer , flexitarian , 
132.Brașoveanu Antonia  ,  figuran ,  seer , flexitarian , 
132.Andone Antoaneta  ,  figuran ,  vampire , vegetarian , 
132.Bibescu Arsenie  ,  figuran ,  human , vegetarian , 
132.Bizău Elena  ,  figuran ,  werewolf , vegetarian , 
132.Alexandrescu Norbert  ,  figuran ,  seer , flexitarian , 
132.Averescu  Dionisie  ,  figuran ,  werewolf , anything , 
132.Baconsky Laurentiu  ,  figuran ,  mermaid , flexitarian , 
132.Aldulescu Craciun  ,  figuran ,  mermaid , vegetarian , 
132.Apetrei Irina  ,  figuran ,  human , anything , 
132.Balanici Dan  ,  figuran ,  mermaid , anything , 
132.Amânar Stefan  ,  figuran ,  werewolf , flexitarian , 
132.Bănățeanu Aniela  ,  figuran ,  vampire , vegetarian , 
132.Angelescu Barbu  ,  figuran ,  werewolf , flexitarian , 
132.Arnăutu Sorina  ,  figuran ,  mermaid , vegetarian , 
132.Antoci Dimitrie  ,  figuran ,  mermaid , anything , 
132.Dumitrescu Ileana  ,  figuran ,  mermaid , vegetarian , 
132.Beclean  Filoftea  ,  figuran ,  vampire , vegetarian , 
132.Brînzan Felicia  ,  figuran ,  mermaid , flexitarian , 
132.Broșteanu Calin  ,  figuran ,  seer , flexitarian , 
132.Baconschi Laurentiu  ,  figuran ,  werewolf , anything , 
132.Brătianu Adelin  ,  figuran ,  seer , flexitarian , 
132.Bădulescu Denisa  ,  figuran ,  human , vegetarian , 
132.Baconsky Anghel  ,  figuran ,  werewolf , flexitarian , 
132.Braghiș Anghel  ,  figuran ,  human , flexitarian , 
132.Bodnăraș Cosmin  ,  figuran ,  seer , anything , 
132.Bozgă Raluca  ,  figuran ,  vampire , anything , 
132.Bibescu George  ,  figuran ,  seer , anything , 
132.Armășescu Eduard  ,  figuran ,  mermaid , vegetarian , 
132.Bosînceanu Ciprian  ,  figuran ,  vampire , flexitarian , 
132.Bujo Anton  ,  figuran ,  seer , flexitarian , 
132.Barzin Iosif  ,  figuran ,  werewolf , anything , 
132.Boteanu Costel  ,  figuran ,  seer , vegetarian , 
132.Brânzeu David  ,  figuran ,  seer , vegetarian , 
132.Florescu Sebastian  ,  figuran ,  seer , flexitarian , 
132.Bodnăraș Lidia  ,  figuran ,  vampire , anything , 
132.Baracci Gheorghe  ,  figuran ,  human , flexitarian , 
132.Bănică Iosif  ,  figuran ,  mermaid , vegetarian , 
132.Becali Ionuț  ,  figuran ,  human , anything , 
132.Bodiul Ilie  ,  figuran ,  seer , vegetarian , 
132.Bosînceanu Dochia  ,  figuran ,  human , flexitarian , 
132.Georgescu Benone  ,  figuran ,  seer , anything , 
132.Bodiul Matei  ,  figuran ,  werewolf , flexitarian , 
132.Apostoleanu Constanta  ,  figuran ,  human , vegetarian , 
132.Armășescu Fanurie  ,  figuran ,  vampire , flexitarian , 
132.Buhuș Pavel  ,  figuran ,  werewolf , anything , 
132.Balanici Benone  ,  figuran ,  seer , vegetarian , 
132.Bercu David  ,  figuran ,  vampire , anything , 
132.Armășescu Lucretiu  ,  figuran ,  werewolf , flexitarian , 
132.Asachi Aurica  ,  figuran ,  vampire , anything , 
132.Stanescu Cosmin  ,  figuran ,  seer , vegetarian , 
132.Albulescu Anca  ,  figuran ,  human , flexitarian , 
132.Baconski  Ileana  ,  figuran ,  vampire , flexitarian , 
132.Baconsky Iustin  ,  figuran ,  human , flexitarian , 
132.Adameșteanu Denis  ,  figuran ,  seer , flexitarian , 
132.Bîrloiu Marius  ,  figuran ,  human , vegetarian , 
132.Băsescu  Apostol  ,  figuran ,  werewolf , flexitarian , 
132.Braghiș Adam  ,  figuran ,  vampire , flexitarian , 
132.Botnaru Alex  ,  figuran ,  werewolf , vegetarian , 
132.Buhuș Gratiela  ,  figuran ,  vampire , anything , 
132.Bârloiu Magdalena  ,  figuran ,  vampire , vegetarian , 
132.Bordea Anisoara  ,  figuran ,  mermaid , anything , 
132.Almășan Teodor  ,  figuran ,  werewolf , anything , 
132.Barcianu  Decebal  ,  figuran ,  vampire , anything , 
132.Arnăutu Benedict  ,  figuran ,  seer , vegetarian , 
132.Bărbuceanu Aurica  ,  figuran ,  vampire , flexitarian , 
132.Bălănescu Doina  ,  figuran ,  seer , anything , 
132.Almaș Bujor  ,  figuran ,  human , vegetarian , 
132.Bătrîneanu Petre  ,  figuran ,  human , vegetarian , 
132.Barzin Angelica  ,  figuran ,  werewolf , anything , 
132.Belimace Aniela  ,  figuran ,  mermaid , vegetarian , 
132.Bozga Matei  ,  figuran ,  mermaid , anything , 
132.Asachi Dochia  ,  figuran ,  vampire , anything , 
132.Bozga Georgeta  ,  figuran ,  werewolf , vegetarian , 
132.Bănulescu Bujor  ,  figuran ,  mermaid , vegetarian , 
132.Brudașcu Oscar  ,  figuran ,  seer , anything , 
132.Bărboianu Geanina  ,  figuran ,  human , flexitarian , 
132.Bârlădeanu Luchian  ,  figuran ,  vampire , flexitarian , 
132.Bârloiu Decebal  ,  figuran ,  human , anything , 
132.Borăscu Andreea  ,  figuran ,  seer , vegetarian , 
132.Băsescu  Ioachim  ,  figuran ,  mermaid , anything , 
132.Botnari Valeriu  ,  figuran ,  seer , flexitarian , 
132.Andronic Dumitru  ,  figuran ,  werewolf , vegetarian , 
132.Bîrloiu Sebastian  ,  figuran ,  vampire , flexitarian , 
132.Andreoiu Adrian  ,  figuran ,  mermaid , vegetarian , 
132.Bizău Gabriela  ,  figuran ,  werewolf , anything , 
132.Albulescu Benone  ,  figuran ,  werewolf , flexitarian , 
132.Bădărău Eugenia  ,  figuran ,  human , anything , 
132.Bratu Dumitru  ,  figuran ,  werewolf , flexitarian , 
132.Apostu Valeriu  ,  figuran ,  human , anything , 
132.Bîrloiu Andreea  ,  figuran ,  werewolf , vegetarian , 
132.Ionescu Gabriel  ,  figuran ,  mermaid , vegetarian , 
132.Argeșanu Gheorghe  ,  figuran ,  human , vegetarian , 
132.Barbu Amalia  ,  figuran ,  human , vegetarian , 
132.Buhagiar Costel  ,  figuran ,  mermaid , flexitarian , 
132.Ardeleanu David  ,  figuran ,  werewolf , flexitarian , 
132.Bozgă Cristofor  ,  figuran ,  vampire , anything , 
132.Athanasiu Teodosie  ,  figuran ,  werewolf , flexitarian , 
132.Bonciu Dan  ,  figuran ,  seer , flexitarian , 
132.Alexa  Adrian  ,  figuran ,  human , vegetarian , 
132.Brezeanu Valentin  ,  figuran ,  human , anything , 
132.Bănică Gratiela  ,  figuran ,  werewolf , vegetarian , 
132.Negoita Zahari  ,  figuran ,  human , vegetarian , 
132.Aman Ionuț  ,  figuran ,  seer , vegetarian , 
132.Grigorescu Sorina  ,  figuran ,  human , anything , 
132.Buhuș Florica  ,  figuran ,  seer , flexitarian , 
132.Bujo Anisoara  ,  figuran ,  werewolf , vegetarian , 
132.Bechet  Madalin  ,  figuran ,  human , flexitarian , 
132.Brâncuși  Laur  ,  figuran ,  vampire , vegetarian , 
132.Balanici Ilarie  ,  figuran ,  werewolf , vegetarian , 
132.Athanasiu Grigore  ,  figuran ,  werewolf , anything , 
132.Agaparian Manole  ,  figuran ,  vampire , vegetarian , 
132.Alexe Anica  ,  figuran ,  mermaid , anything , 
132.Băsescu  Anca  ,  figuran ,  vampire , vegetarian , 
132.Alexe Flavia  ,  figuran ,  seer , flexitarian , 
132.Andronic Lucretiu  ,  figuran ,  mermaid , vegetarian , 
132.Brătescu Eusebiu  ,  figuran ,  werewolf , flexitarian , 
132.Boteanu Damian  ,  figuran ,  mermaid , flexitarian , 
132.Almășan Benjamin  ,  figuran ,  seer , flexitarian , 
132.Băsescu  Matei  ,  figuran ,  seer , flexitarian , 
132.Bănățeanu Eduard  ,  figuran ,  seer , anything , 
132.Argeșanu Brandusa  ,  figuran ,  werewolf , anything , 
132.Brătescu Anisoara  ,  figuran ,  seer , vegetarian , 
132.Anghelache Camelia  ,  figuran ,  mermaid , vegetarian , 
132.Brumaru Martin  ,  figuran ,  vampire , vegetarian , 
132.Popescu Iurie  ,  figuran ,  werewolf , anything , 
132.Andronic Laur  ,  figuran ,  human , anything , 
132.Aldulescu Aniela  ,  figuran ,  vampire , vegetarian , 
132.Antoci Ancuta  ,  figuran ,  human , anything , 
132.Bega  Anisoara  ,  figuran ,  human , anything , 
132.Bălan Anghel  ,  figuran ,  werewolf , flexitarian , 
132.Aldulescu Spiridon  ,  figuran ,  vampire , vegetarian , 
132.Botezan Vasile  ,  figuran ,  seer , flexitarian , 
132.Breban Angelica  ,  figuran ,  werewolf , anything , 
132.Apostoleanu Benone  ,  figuran ,  seer , flexitarian , 
132.Basarabeanu Denis  ,  figuran ,  werewolf , flexitarian , 
132.Baconsky Ioana  ,  figuran ,  vampire , flexitarian , 
132.Boteanu Basarab  ,  figuran ,  human , anything , 
132.Stanescu Ghita  ,  figuran ,  vampire , flexitarian , 
132.Adamache Efrem  ,  figuran ,  seer , vegetarian , 
132.Bîrloiu Apostol  ,  figuran ,  seer , flexitarian , 
132.Apostoleanu Anton  ,  figuran ,  seer , anything , 
132.Brateș Felix  ,  figuran ,  human , flexitarian , 
132.Brenduș Filip  ,  figuran ,  seer , anything , 
132.Băloșescu Cazimir  ,  figuran ,  human , flexitarian , 
132.Aman Augustina  ,  figuran ,  mermaid , flexitarian , 
132.Besoiu Cecilia  ,  figuran ,  vampire , vegetarian , 
132.Botezan Alin  ,  figuran ,  vampire , vegetarian , 
132.Bechet  Bartolomeu  ,  figuran ,  werewolf , vegetarian , 
132.Alifantis Dan  ,  figuran ,  human , vegetarian , 
132.Bazon Stefan  ,  figuran ,  human , vegetarian , 
132.Brateș Adam  ,  figuran ,  vampire , vegetarian , 
132.Almășan Aurora  ,  figuran ,  vampire , anything , 
132.Andreoiu Andreea  ,  figuran ,  werewolf , flexitarian , 
132.Brediceanu Gheorghe  ,  figuran ,  mermaid , flexitarian , 
132.Botnaru Anca  ,  figuran ,  werewolf , vegetarian , 
132.Popescu Ioachim  ,  figuran ,  human , anything , 
132.Brânzeu Doina  ,  figuran ,  vampire , anything , 
132.Bârloiu Ciprian  ,  figuran ,  mermaid , anything , 
132.Bizău Laur  ,  figuran ,  mermaid , anything , 
132.Berghianu Dionisie  ,  figuran ,  werewolf , anything , 
132.Bănică Mariana  ,  figuran ,  vampire , flexitarian , 
132.Bătrâneanu Lacramioara  ,  figuran ,  human , flexitarian , 
132.Basarabeanu Oscar  ,  figuran ,  mermaid , anything , 
132.Avramescu Anton  ,  figuran ,  mermaid , flexitarian , 
132.Arnautu Camil  ,  figuran ,  mermaid , vegetarian , 
132.Alexandrescu Martin  ,  figuran ,  human , flexitarian , 
132.Alexi Fanurie  ,  figuran ,  vampire , vegetarian , 
132.Bârlădeanu Dionisie  ,  figuran ,  seer , flexitarian , 
132.Bodiu Loredana  ,  figuran ,  vampire , vegetarian , 
132.Ardeleanu Andrei  ,  figuran ,  vampire , flexitarian , 
132.Banciu  Irina  ,  figuran ,  human , vegetarian , 
132.Berghianu Stefan  ,  figuran ,  human , anything , 
132.Brateș Leon  ,  figuran ,  werewolf , vegetarian , 
132.Bănulescu Mihail  ,  figuran ,  werewolf , vegetarian , 
132.Bosânceanu Liviu  ,  figuran ,  mermaid , flexitarian , 
132.Bărboianu Vasile  ,  figuran ,  vampire , anything , 
132.Bozgă Lucretiu  ,  figuran ,  mermaid , flexitarian , 
132.Brâncoveanu  Laurentiu  ,  figuran ,  vampire , anything , 
132.Botean Emilian  ,  figuran ,  mermaid , flexitarian , 
132.Bodescu Laura  ,  figuran ,  mermaid , anything , 
132.Bălțat Liviu  ,  figuran ,  human , vegetarian , 
132.Buhagiar Maria  ,  figuran ,  human , anything , 
132.Budescu Geta  ,  figuran ,  mermaid , vegetarian , 
132.Argeșanu Ion  ,  figuran ,  seer , anything , 
132.Badea Cosmin  ,  figuran ,  human , anything , 
132.Begu Adriana  ,  figuran ,  human , anything , 
132.Angelescu Eugen  ,  figuran ,  seer , anything , 
132.Bârcă Petre  ,  figuran ,  werewolf , anything , 
132.Albulescu Anisoara  ,  figuran ,  vampire , anything , 
132.Bichineț Denisa  ,  figuran ,  seer , anything , 
132.Borcea Razvan  ,  figuran ,  seer , vegetarian , 
132.Botezan Efrem  ,  figuran ,  vampire , vegetarian , 
132.Barzin Adam  ,  figuran ,  werewolf , flexitarian , 
132.Bengescu Benjamin  ,  figuran ,  vampire , anything , 
132.Bătrîneanu Mihai  ,  figuran ,  vampire , anything , 
132.Bosânceanu Aurelia  ,  figuran ,  vampire , flexitarian , 
132.Bănulescu Cristina  ,  figuran ,  seer , flexitarian , 
132.Brediceanu Gratiela  ,  figuran ,  seer , flexitarian , 
132.Bereș Filoftea  ,  figuran ,  human , flexitarian , 
132.Bărbuceanu Mariana  ,  figuran ,  human , anything , 
132.Agârbiceanu Teodosie  ,  figuran ,  seer , flexitarian , 
132.Brânzeu Lucretia  ,  figuran ,  werewolf , anything , 
132.Bodescu Mariana  ,  figuran ,  mermaid , vegetarian , 
132.Adoc Dionisie  ,  figuran ,  human , anything , 
132.Bujo Augustina  ,  figuran ,  human , vegetarian , 
132.Bogza Pavel  ,  figuran ,  mermaid , anything , 
132.Armășescu Basarab  ,  figuran ,  werewolf , vegetarian , 
132.Bodescu Laura  ,  figuran ,  mermaid , anything , 
132.Brâncuși  Dochia  ,  figuran ,  vampire , vegetarian , 
132.Aman Iacob  ,  figuran ,  human , anything , 
132.Adamache Ionuț  ,  figuran ,  werewolf , vegetarian , 
132.Borcea Loredana  ,  figuran ,  werewolf , flexitarian , 
132.Adamache Ruxandra  ,  figuran ,  vampire , anything , 
132.Arnăutu Nicolai  ,  figuran ,  human , flexitarian , 
132.Antoci Grigore  ,  figuran ,  mermaid , anything , 
132.Boroianu Aurelia  ,  figuran ,  vampire , vegetarian , 
132.Bârlădeanu Stefan  ,  figuran ,  werewolf , flexitarian , 
132.Dumitrescu Pavel  ,  figuran ,  vampire , flexitarian , 
132.Baconski  Dimitrie  ,  figuran ,  mermaid , anything , 
132.Boștină Vladimir  ,  figuran ,  werewolf , flexitarian , 
132.Bălănescu Mariana  ,  figuran ,  mermaid , anything , 
132.Barbu Ileana  ,  figuran ,  mermaid , flexitarian , 
132.Bordea Andrei  ,  figuran ,  mermaid , anything , 
132.Bîrloiu Benedict  ,  figuran ,  werewolf , flexitarian , 
132.Breban Damian  ,  figuran ,  vampire , flexitarian , 
132.Bărboianu Loredana  ,  figuran ,  vampire , vegetarian , 
132.Barcianu  Georgeta  ,  figuran ,  mermaid , flexitarian , 
132.Andone Luciana  ,  figuran ,  seer , flexitarian , 
132.Brumaru Lazar  ,  figuran ,  seer , vegetarian , 
132.Budescu Liliana  ,  figuran ,  mermaid , anything , 
132.Bercea Doru  ,  figuran ,  werewolf , vegetarian , 
132.Brânzeu Luminita  ,  figuran ,  vampire , flexitarian , 
132.Adamescu Manuel  ,  figuran ,  human , vegetarian , 
132.Aman Anica  ,  figuran ,  werewolf , anything , 
132.Bercu Lucretiu  ,  figuran ,  werewolf , anything , 
132.Barbu Horia  ,  figuran ,  mermaid , anything , 
132.Andone Manuela  ,  figuran ,  human , vegetarian , 
132.Balanici Norbert  ,  figuran ,  seer , anything , 
132.Bârloiu Emilian  ,  figuran ,  werewolf , vegetarian , 
132.Arnautu Ciprian  ,  figuran ,  werewolf , flexitarian , 
132.Bereș Nicolae  ,  figuran ,  werewolf , anything , 
132.Baghiu Serban  ,  figuran ,  human , vegetarian , 
132.Valisescu Dimitrie  ,  figuran ,  seer , vegetarian , 
132.Baicu Leon  ,  figuran ,  seer , anything , 
132.Agârbiceanu Cornel  ,  figuran ,  werewolf , vegetarian , 
132.Brâncoveanu  Benedict  ,  figuran ,  werewolf , vegetarian , 
132.Boteanu Carmen  ,  figuran ,  human , vegetarian , 
132.Budeanu Stefan  ,  figuran ,  seer , anything , 
132.Argetoianu Eduard  ,  figuran ,  mermaid , vegetarian , 
132.Berindei  Augustina  ,  figuran ,  human , flexitarian , 
132.Bosânceanu Andreea  ,  figuran ,  vampire , flexitarian , 
132.Botnaru Teodor  ,  figuran ,  mermaid , vegetarian , 
132.Bănică Teodosie  ,  figuran ,  seer , anything , 
132.Becșenescu Magdalena  ,  figuran ,  vampire , anything , 
132.Blaga  Leon  ,  figuran ,  vampire , flexitarian , 
132.Badea Ilie  ,  figuran ,  mermaid , flexitarian , 
132.Bizău Grigore  ,  figuran ,  vampire , flexitarian , 
132.Brateș Marian  ,  figuran ,  mermaid , flexitarian , 
132.Badea Eugen  ,  figuran ,  vampire , anything , 
132.Băloșescu Cristofor  ,  figuran ,  seer , anything , 
132.Bacalbașa Lucretia  ,  figuran ,  mermaid , anything , 
132.Antonescu Cristina  ,  figuran ,  human , flexitarian , 
132.Baconsky Felicia  ,  figuran ,  human , flexitarian , 
132.Bădescu Matei  ,  figuran ,  human , vegetarian , 
132.Bizău Cezar  ,  figuran ,  vampire , anything , 
132.Brudașcu Alexie  ,  figuran ,  vampire , flexitarian , 
132.Brătescu Marilena  ,  figuran ,  mermaid , vegetarian , 
132.Boteanu Decebal  ,  figuran ,  seer , anything , 
132.Negoita Ion  ,  figuran ,  human , anything , 
132.Buhagiar Zahari  ,  figuran ,  werewolf , vegetarian , 
132.Budescu Antoaneta  ,  figuran ,  mermaid , flexitarian , 
132.Botezan Nicolae  ,  figuran ,  werewolf , flexitarian , 
132.Bărbuceanu Augustina  ,  figuran ,  mermaid , anything , 
132.Albu  Doina  ,  figuran ,  werewolf , anything , 
132.Berghianu Nicolai  ,  figuran ,  vampire , anything , 
132.Bacalbașa Camelia  ,  figuran ,  human , vegetarian , 
132.Andone Dimitrie  ,  figuran ,  human , vegetarian , 
132.Barzin Geta  ,  figuran ,  werewolf , vegetarian , 
132.Bărbuceanu Lidia  ,  figuran ,  mermaid , vegetarian , 
132.Bălănescu Magdalena  ,  figuran ,  seer , flexitarian , 
132.Bucurescu Haralambie  ,  figuran ,  seer , flexitarian , 
132.Alexandrescu Cristian  ,  figuran ,  mermaid , anything , 
132.Belimace Mihaela  ,  figuran ,  mermaid , anything , 
132.Brănescu Alin  ,  figuran ,  vampire , flexitarian , 
132.Anton  Matei  ,  figuran ,  vampire , anything , 
132.Albu  Luminita  ,  figuran ,  mermaid , anything , 
132.Brânzeu Fanurie  ,  figuran ,  vampire , flexitarian , 
132.Apostol Vladimir  ,  figuran ,  vampire , flexitarian , 
132.Buia Vitalie  ,  figuran ,  mermaid , flexitarian , 
132.Anghel Carmen  ,  figuran ,  seer , anything , 
132.Apostu Anca  ,  figuran ,  human , flexitarian , 
132.Bizău Fanurie  ,  figuran ,  human , vegetarian , 
132.Botnaru Vitalie  ,  figuran ,  werewolf , anything , 
132.Baciu Cristina  ,  figuran ,  human , flexitarian , 
132.Boteanu Emil  ,  figuran ,  mermaid , anything , 
132.Brâncoveanu  Felix  ,  figuran ,  human , anything , 
132.Borăscu Stelian  ,  figuran ,  werewolf , flexitarian , 
132.Budeanu Diana  ,  figuran ,  mermaid , vegetarian , 
132.Baicu Ioachim  ,  figuran ,  werewolf , anything , 
132.Balauru Anton  ,  figuran ,  werewolf , vegetarian , 
132.Bacalbașa David  ,  figuran ,  seer , flexitarian , 
132.Brateș Andrei  ,  figuran ,  werewolf , anything , 
132.Botnaru Damian  ,  figuran ,  human , vegetarian , 
132.Apetrei Dan  ,  figuran ,  vampire , flexitarian , 
132.Andone Dumitru  ,  figuran ,  seer , anything , 
132.Bozga Barbu  ,  figuran ,  werewolf , vegetarian , 
132.Bădărău Stefan  ,  figuran ,  human , anything , 
132.Becali Laurentiu  ,  figuran ,  werewolf , vegetarian , 
132.Bănățeanu Ghita  ,  figuran ,  human , anything , 
132.Bazon Emil  ,  figuran ,  seer , vegetarian , 
132.Barna Constanta  ,  figuran ,  werewolf , vegetarian , 
132.Baconsky Diana  ,  figuran ,  werewolf , flexitarian , 
132.Benga Oana  ,  figuran ,  seer , flexitarian , 
132.Stanescu Stelian  ,  figuran ,  human , vegetarian , 
132.Bozgă Neculai  ,  figuran ,  mermaid , flexitarian , 
132.Alexandrescu Ion  ,  figuran ,  seer , anything , 
132.Bercu Valeriu  ,  figuran ,  human , vegetarian , 
132.Bonciu Marian  ,  figuran ,  vampire , vegetarian , 
132.Bodnăraș Mihaela  ,  figuran ,  human , flexitarian , 
132.Bercu Emilian  ,  figuran ,  human , anything , 
132.Botezan Luchian  ,  figuran ,  mermaid , flexitarian , 
132.Alexandrescu Luciana  ,  figuran ,  mermaid , flexitarian , 
132.Badea Aurelia  ,  figuran ,  mermaid , flexitarian , 
132.Balauru Ioachim  ,  figuran ,  werewolf , flexitarian , 
132.Brateș Stefan  ,  figuran ,  human , vegetarian , 
132.Balanici Ilie  ,  figuran ,  human , flexitarian , 
132.Georgescu Anca  ,  figuran ,  vampire , flexitarian , 
132.Stanescu Dionisie  ,  figuran ,  werewolf , flexitarian , 
132.Albu  Matei  ,  figuran ,  seer , anything , 
132.Adamescu Ciprian  ,  figuran ,  mermaid , flexitarian , 
132.Bozga Fanurie  ,  figuran ,  human , vegetarian , 
132.Bârcă Ruxandra  ,  figuran ,  human , flexitarian , 
132.Bîrloiu Madalina  ,  figuran ,  vampire , anything , 
132.Athanasiu Eugen  ,  figuran ,  mermaid , anything , 
132.Brenduș Marin  ,  figuran ,  human , flexitarian , 
132.Bîrloiu Manuela  ,  figuran ,  human , anything , 
132.Bozga Iosif  ,  figuran ,  werewolf , vegetarian , 
132.Bucur  Basarab  ,  figuran ,  vampire , flexitarian , 
132.Bîrlea Ancuta  ,  figuran ,  mermaid , vegetarian , 
132.Bizău Doru  ,  figuran ,  vampire , vegetarian , 
132.Grigorescu Oana  ,  figuran ,  seer , vegetarian , 
132.Bercea Amalia  ,  figuran ,  human , flexitarian , 
132.Bechet  Iolanda  ,  figuran ,  mermaid , anything , 
132.Agaparian Petre  ,  figuran ,  werewolf , anything , 
132.Anghelache Raluca  ,  figuran ,  vampire , vegetarian , 
132.Dumitrescu Elena  ,  figuran ,  seer , flexitarian , 
132.Brumaru Adelin  ,  figuran ,  mermaid , anything , 
132.Anghelache Gabriela  ,  figuran ,  human , flexitarian , 
132.Balauru Petru  ,  figuran ,  human , vegetarian , 
132.Bănățeanu Damian  ,  figuran ,  human , vegetarian , 
132.Florescu Marius  ,  figuran ,  vampire , flexitarian , 
132.Albu  Adriana  ,  figuran ,  human , flexitarian , 
132.Bălănescu Diana  ,  figuran ,  mermaid , anything , 
132.Bosânceanu Costel  ,  figuran ,  human , flexitarian , 
132.Alexa  Adelin  ,  figuran ,  werewolf , vegetarian , 
132.Barna Daniel  ,  figuran ,  human , vegetarian , 
132.Budeanu Ioan  ,  figuran ,  vampire , vegetarian , 
132.Beclean  Nectarie  ,  figuran ,  mermaid , anything , 
132.Andoni Serban  ,  figuran ,  vampire , vegetarian , 
132.Begu Oana  ,  figuran ,  seer , flexitarian , 
132.Bătrîneanu Luchian  ,  figuran ,  human , anything , 
132.Botnari Angelica  ,  figuran ,  werewolf , flexitarian , 
132.Bănulescu Ioachim  ,  figuran ,  human , flexitarian , 
132.Barcianu  Lacramioara  ,  figuran ,  werewolf , anything , 
132.Brumaru Ioachim  ,  figuran ,  human , flexitarian , 
132.Bechet  Damian  ,  figuran ,  mermaid , anything , 
132.Adameșteanu Luiza  ,  figuran ,  vampire , flexitarian , 
132.Bratu Anca  ,  figuran ,  seer , vegetarian , 
132.Albulescu Basarab  ,  figuran ,  human , flexitarian , 
132.Bălănescu Nicolae  ,  figuran ,  mermaid , vegetarian , 
132.Basarabeanu Matei  ,  figuran ,  seer , anything , 
132.Bordea Diana  ,  figuran ,  mermaid , vegetarian , 
132.Botnaru Alexie  ,  figuran ,  human , vegetarian , 
132.Stanescu Petre  ,  figuran ,  werewolf , anything , 
132.Bădărău Sebastian  ,  figuran ,  vampire , vegetarian , 
132.Brenduș Lidia  ,  figuran ,  human , vegetarian , 
132.Botnari Ghita  ,  figuran ,  vampire , flexitarian , 
132.Bîrloiu Diana  ,  figuran ,  vampire , vegetarian , 
132.Antal Manuel  ,  figuran ,  mermaid , anything , 
132.Bodescu Ioana  ,  figuran ,  werewolf , anything , 
132.Brumaru Basarab  ,  figuran ,  seer , anything , 
132.Baracci Marin  ,  figuran ,  werewolf , flexitarian , 
132.Arnautu Bogdan  ,  figuran ,  werewolf , flexitarian , 
132.Bazon Stefan  ,  figuran ,  seer , anything , 
132.Bozga Cristi  ,  figuran ,  seer , vegetarian , 
132.Bolliac Gratiela  ,  figuran ,  human , vegetarian , 
132.Bereș Andreas  ,  figuran ,  werewolf , vegetarian , 
132.Botean Oana  ,  figuran ,  seer , anything , 
132.Brumaru Basarab  ,  figuran ,  human , flexitarian , 
132.Bărboianu Liliana  ,  figuran ,  human , anything , 
132.Borăscu Anton  ,  figuran ,  human , flexitarian , 
132.Averescu  Brandusa  ,  figuran ,  mermaid , flexitarian , 
132.Brânzeu Stefan  ,  figuran ,  vampire , flexitarian , 
132.Andone Liviu  ,  figuran ,  mermaid , vegetarian , 
132.Bărbulescu Benedict  ,  figuran ,  werewolf , flexitarian , 
132.Bujo Dida  ,  figuran ,  seer , flexitarian , 
132.Grigorescu George  ,  figuran ,  human , vegetarian , 
132.Anghelache Sorin  ,  figuran ,  seer , vegetarian , 
132.Florescu Gabriel  ,  figuran ,  human , vegetarian , 
132.Bodescu Florentina  ,  figuran ,  vampire , vegetarian , 
132.Bucurescu Basarab  ,  figuran ,  vampire , anything , 
132.Bărbuceanu Nectarie  ,  figuran ,  seer , vegetarian , 
132.Bănulescu Stefan  ,  figuran ,  vampire , flexitarian , 
132.Bărboianu Grigore  ,  figuran ,  vampire , anything , 
132.Bănică Ciprian  ,  figuran ,  vampire , anything , 
132.Adoc Cazimir  ,  figuran ,  seer , vegetarian , 
132.Bîrlea George  ,  figuran ,  werewolf , vegetarian , 
132.Barbu Razvan  ,  figuran ,  seer , flexitarian , 
132.Alexa  Ileana  ,  figuran ,  vampire , flexitarian , 
132.Avramescu Anisoara  ,  figuran ,  seer , vegetarian , 
132.Brediceanu Marin  ,  figuran ,  vampire , anything , 
132.Bogos Amalia  ,  figuran ,  seer , flexitarian , 
132.Alifantis Eugen  ,  figuran ,  mermaid , vegetarian , 
132.Argeșanu Andrei  ,  figuran ,  werewolf , flexitarian , 
132.Adameșteanu Norbert  ,  figuran ,  human , flexitarian , 
